PROBEID,CHR,CHRLOC,SYMBOL
208028_s_at,chr6,15993,GPX5
208029_s_at,chr8,98787809,LAPTM4B
208030_s_at,chr4,2845584,ADD1
208031_s_at,chr19,-5993175,RFX2
208033_s_at,chr16,-72816786,ZFHX3
208034_s_at,chr13,113812968,PROZ
208035_at,chr5,-178405330,GRM6
208036_at,chr7,-128412543,OPN1SW
208037_s_at,chr19,496490,MADCAM1
208038_at,chr2,102803433,IL1RL2
208039_at,chr2,103236166,SLC9A2
208040_s_at,chr11,-47352957,MYBPC3
208041_at,chr13,114321597,GRK1
208043_at,,,
208045_at,,,
208046_at,chr6,26021907,HIST1H4A
208048_at,chr2,-75273590,TACR1
208052_x_at,chr19,42300534,CEACAM3
208053_at,chrX,-108616135,GUCY2F
208056_s_at,chr16,-88941263,CBFA2T3
208059_at,chr3,39371197,CCR8
208060_at,chr1,18957500,PAX7
208061_at,,,
208064_s_at,chr18,55019721,ST8SIA3
208066_s_at,chr1,-89318321,GTF2B
208070_s_at,chr6,-111620234,REV3L
208072_s_at,chr2,234263153,DGKD
208074_s_at,chr19,-47341423,AP2S1
208075_s_at,chr17,32597240,CCL7
208076_at,chr6,-26188938,HIST1H4D
208078_s_at,chr10,31610064,ZEB1
208079_s_at,chr20,-54944445,AURKA
208082_x_at,,,
208083_s_at,chr2,-160958233,ITGB6
208087_s_at,chr20,-56178902,ZBP1
208088_s_at,chr1,196946667,CFHR5
208090_s_at,chr21,45705721,AIRE
208093_s_at,chr17,8339170,NDEL1
208095_s_at,chr10,-75572259,CAMK2G
208097_s_at,chr14,51706886,TMX1
208098_at,chr6,-626454,OR5V1
208100_x_at,chr1,-151104163,SEMA6C
208102_s_at,chr10,-104162376,PSD
208104_s_at,chr7,-100064142,TSC22D4
208105_at,chr19,46171502,GIPR
208107_s_at,chr16,20817767,LOC81691
208109_s_at,chr15,-77516250,LINC00597
208111_at,chrX,153170529,AVPR2
208113_x_at,chr13,25670276,PABPC3
208118_x_at,chr16,-29624424,SLC7A5P1
208121_s_at,chr12,15699278,PTPRO
208122_x_at,chr19,98135,KIR2DS3
208123_at,chr8,73449626,KCNB2
208124_s_at,chr2,74881393,SEMA4F
208126_s_at,chr10,96443251,CYP2C18
208128_x_at,chr6,168418553,KIF25
208130_s_at,chr7,139528952,TBXAS1
208131_s_at,chr20,-48120411,PTGIS
208132_x_at,chr6,31588450,PRRC2A
208133_at,,,
208134_x_at,chr19,-43568362,PSG2
208138_at,chr17,39868578,GAST
208143_s_at,chr14,21214099,EDDM3A
208146_s_at,chr7,-29035247,CPVL
208147_s_at,chr10,-96796529,CYP2C8
208149_x_at,chr12,31226779,DDX11
208151_x_at,chr22,-38879443,DDX17
208152_s_at,chr10,70715879,DDX21
208153_s_at,chr5,-150883653,FAT2
208154_at,,,
208155_x_at,chrX,49325480,GAGE6
208161_s_at,chr17,48712218,ABCC3
208164_s_at,chrX,59330252,IL9R
208165_s_at,chr6,27215502,PRSS16
208168_s_at,chr1,-203185207,CHIT1
208170_s_at,chr6,-1582796,TRIM31
208173_at,chr9,-21077104,IFNB1
208174_x_at,chrX,15808574,ZRSR2
208175_s_at,chr4,88571454,DMP1
208176_at,chr10,,DUX1
208177_at,chr5,176811432,SLC34A1
208179_x_at,chr19,55249974,KIR2DL3
208181_at,chr6,-26285354,HIST1H4H
208182_x_at,chr9,-21239201,IFNA14
208183_at,chr4,-104510625,TACR3
208186_s_at,chr19,-42905666,LIPE
208188_at,chr17,-39722094,KRT9
208190_s_at,chr19,35739559,LSR
208191_x_at,chr19,-43696854,PSG4
208192_at,,,
208193_at,chr5,-135227935,IL9
208195_at,chr2,-179390718,TTN
208198_x_at,chr19,115099,KIR2DS1
208200_at,chr2,-113531492,IL1A
208201_at,chr4,135480432,DUX4L8
208203_x_at,chr19,98112,KIR2DS5
208204_s_at,chr3,8775486,CAV3
208207_at,,,
208208_at,chr17,-10204183,MYH13
208209_s_at,chr1,207262584,C4BPB
208210_at,chr6,160327974,MAS1
208214_at,chr10,115803806,ADRB1
208215_x_at,chr11,637305,DRD4
208216_at,chr17,48046562,DLX4
208217_at,chr6,-89967239,GABRR2
208220_x_at,chrY,-6733959,AMELY
208223_s_at,chr12,52347164,ACVR1B
208224_at,chr17,-46606807,HOXB1
208228_s_at,chr10,-123237844,FGFR2
208235_x_at,chrX,49216678,GAGE7
208238_x_at,,,
208239_at,chr9,100615537,FOXE1
208240_s_at,chr5,-141971743,FGF1
208242_at,chr18,-56934267,RAX
208243_s_at,chr6,-88849585,CNR1
208244_at,chr4,81952119,BMP3
208245_at,chr5,104435175,RAB9BP1
208247_at,chr3,-55691243,ERC2-IT1
208249_s_at,chr13,-95226308,TGDS
208250_s_at,chr10,124320181,DMBT1
208251_at,chr1,110753336,KCNC4
208253_at,chr19,-51954251,SIGLEC8
208254_at,,,
208256_at,chr19,1286153,EFNA2
208258_s_at,chr22,29702997,GAS2L1
208259_x_at,chr9,-21201468,IFNA7
208260_at,chr1,206224283,AVPR1B
208261_x_at,chr9,-21206180,IFNA10
208262_x_at,chr16,-3292028,MEFV
208267_at,chr7,-142605648,TRPV5
208270_s_at,chr1,201951766,RNPEP
208271_at,chr7,-4897369,PAPOLB
208273_at,chr1,-247148625,ZNF695
208274_at,chr1,186369704,OCLM
208275_x_at,chr10,135043778,UTF1
208277_at,chr10,-103989946,PITX3
208281_x_at,chrY,-26909216,DAZ3
208282_x_at,chrY,25365604,DAZ2
208283_at,chrX,49363616,GAGE1
208285_at,chr19,-14937139,OR7A5
208287_at,chr6,1454595,HCG9
208288_at,chr2,-169779449,ABCB11
208289_s_at,chr11,125439298,EI24
208291_s_at,chr11,-2185159,TH
208292_at,chr2,-69092613,BMP10
208295_x_at,chr17,-61986965,CSHL1
208300_at,chr19,-55692615,PTPRH
208302_at,chr5,143191726,HMHB1
208303_s_at,chrX,-1314894,CRLF2
208304_at,chr3,46283872,CCR3
208305_at,chr11,-100900355,PGR
208306_x_at,chr6,-3850434,HLA-DRB4
208307_at,chrY,23673258,RBMY1A1
208310_s_at,chr3,-120113061,FSTL1
208311_at,chrX,150345056,GPR50
208312_s_at,chr1,12851546,PRAMEF1
208313_s_at,chr11,-64532076,SF1
208314_at,chr4,110749150,RRH
208318_s_at,chr3,38388251,XYLB
208319_s_at,chrX,48432741,RBM3
208322_s_at,chr8,-134467091,ST3GAL1
208323_s_at,chr8,-124693034,ANXA13
208327_at,chr19,41594356,CYP2A13
208329_at,chr6,-138537127,PBOV1
208330_at,chr11,-44282278,ALX4
208331_at,chrY,25130410,BPY2
208332_at,chrY,-24217903,PRY
208333_at,chr12,-113900694,LHX5
208334_at,chr4,-115748927,NDST4
208335_s_at,chr1,159173803,ACKR1
208336_s_at,chr19,14640379,TECR
208338_at,chr11,57105841,P2RX3
208339_at,chrY,-19880860,XKRY
208340_at,chr11,-104772276,LOC643733
208344_x_at,chr9,-21367371,IFNA13
208345_s_at,chr1,-38509523,POU3F1
208346_at,chr4,-74919755,PPBPP2
208349_at,chr8,-72933486,TRPA1
208350_at,chr4,70796799,CSN1S1
208358_s_at,chr4,115543523,UGT8
208359_s_at,chr22,-38822333,KCNJ4
208360_s_at,chr14,,ERVH-4
208361_s_at,chr8,22102619,POLR3D
208365_s_at,chr4,2965343,GRK4
208369_s_at,chr19,13001974,GCDH
208370_s_at,chr21,-35888784,RCAN1
208372_s_at,chr7,73507486,LIMK1
208373_s_at,chr11,72975570,P2RY6
208374_s_at,chr1,113162075,CAPZA1
208375_at,chr9,21440453,IFNA1
208376_at,chr3,32993066,CCR4
208377_s_at,chrX,-49061523,CACNA1F
208380_at,chr10,-102986733,LBX1
208382_s_at,chr22,-38914954,DMC1
208383_s_at,chr20,56136137,PCK1
208384_s_at,chrX,107069084,MID2
208388_at,chr15,72102894,NR2E3
208389_s_at,chr11,-35272752,SLC1A2
208393_s_at,chr5,131892616,RAD50
208394_x_at,chr5,-54273695,ESM1
208396_s_at,chr2,-183004762,PDE1A
208398_s_at,chr6,134274301,TBPL1
208399_s_at,chr20,57875499,EDN3
208401_s_at,chr6,39016557,GLP1R
208402_at,chr6,52051185,IL17A
208406_s_at,chr22,40297086,GRAP2
208408_at,chr7,-136912092,PTN
208409_at,chr18,43194766,SLC14A2
208410_x_at,chrX,11311533,AMELX
208411_x_at,chr4,-76781026,PPEF2
208412_s_at,chr3,25469754,RARB
208414_s_at,chr17,-46626232,HOXB3
208416_s_at,chr14,-65213001,SPTB
208417_at,chr12,-4543308,FGF6
208421_at,,,
208426_x_at,chr19,55315067,KIR2DL4
208427_s_at,chr9,-23690103,ELAVL2
208431_s_at,chr11,8060180,TUB
208432_s_at,chr1,181452686,CACNA1E
208434_at,chr3,-168801287,MECOM
208436_s_at,chr11,-612555,IRF7
208437_at,chr7,143013219,CLCN1
208440_at,chr3,-128290843,C3orf27
208441_at,chr15,99192761,IGF1R
208445_s_at,chr7,-72854728,BAZ1B
208447_s_at,chrX,106871654,PRPS1
208448_x_at,chr9,-21216372,IFNA16
208449_s_at,chr10,-103529887,FGF8
208450_at,chr22,-37966253,LGALS2
208451_s_at,chr6,3243624,C4A
208453_s_at,chr10,-111624524,XPNPEP1
208454_s_at,chr8,97657499,CPQ
208455_at,chr11,-119531703,PVRL1
208457_at,chr1,1950768,GABRD
208458_at,chr1,1215816,SCNN1D
208460_at,chr17,-42875816,GJC1
208461_at,chr17,1958393,HIC1
208463_at,chr4,-46920917,GABRA4
208464_at,chr11,105480800,GRIA4
208465_at,chr3,51741081,GRM2
208466_at,chr19,-11432722,RAB3D
208468_at,chr13,-95361879,SOX21
208469_s_at,chr6,32132382,EGFL8
208471_at,chr16,72097125,HPR
208472_at,chr12,56414689,IKZF4
208473_s_at,chr16,-20321811,GP2
208474_at,chr16,-3064713,CLDN6
208477_at,chr11,17757495,KCNC1
208478_s_at,chr19,49458117,BAX
208479_at,chr12,5019073,KCNA1
208481_at,chr7,95115213,ASB4
208482_at,chr14,38677204,SSTR1
208483_x_at,chr17,-39502345,KRT33A
208484_at,chr6,-26017260,HIST1H1A
208486_at,chr4,9783258,DRD5
208487_at,chr9,129376722,LMX1B
208489_at,chr1,147374946,GJA8
208490_x_at,chr6,26199787,HIST1H2BF
208491_s_at,chr9,70971815,PGM5
208492_at,chr13,37393339,RFXAP
208493_at,chr7,-27220776,HOXA11
208494_at,chr5,149569520,SLC6A7
208495_at,chr5,170736288,TLX3
208496_x_at,chr6,-26271146,HIST1H3G
208497_x_at,chr5,-134869972,NEUROG1
208498_s_at,chr1,-104230040,AMY1A
208500_x_at,chr1,63788730,FOXD3
208501_at,chr9,135854098,GFI1B
208504_x_at,chr5,140579348,PCDHB11
208506_at,chr6,-26250370,HIST1H3F
208507_at,chr19,15052301,OR7C2
208508_s_at,chr6,444717,OR2J2
208509_s_at,chr19,-14991238,OR7A17
208510_s_at,chr3,12329349,PPARG
208511_at,chr8,-67679632,PTTG3P
208513_at,chr15,60296421,FOXB1
208514_at,chr21,-35818986,KCNE1
208515_at,chr6,27782822,HIST1H2BM
208516_at,chr11,92702789,MTNR1B
208519_x_at,chr20,3024268,GNRH2
208520_at,chr19,15852203,OR10H3
208521_at,chr11,-55702932,OR5I1
208523_x_at,chr6,26273204,HIST1H2BI
208524_at,chr3,98250878,GPR15
208525_s_at,chr7,143657020,OR2F1
208527_x_at,chr6,26184024,HIST1H2BE
208528_x_at,chrX,-48045656,SSX5
208529_at,chr13,77502585,BTF3P11
208531_at,chr14,,SERPINA2
208532_x_at,chr11,71249071,KRTAP5-8
208533_at,chr13,112721913,SOX1
208536_s_at,chr2,111878491,BCL2L11
208537_at,chr19,-10332109,S1PR2
208538_at,chr4,-165118159,ANP32C
208539_x_at,chr1,-153012201,SPRR2D
208540_x_at,,,
208541_x_at,chr10,60144903,TFAM
208542_x_at,chr19,-22148897,ZNF208
208543_at,chr19,15838834,OR10H2
208544_at,chr2,-96778623,ADRA2B
208546_x_at,chr6,26251879,HIST1H2BH
208547_at,chr6,-26043455,HIST1H2BB
208548_at,chr9,-21350317,IFNA6
208549_x_at,chr2,232573235,PTMA
208550_x_at,chr18,77623668,KCNG2
208551_at,chr6,-26246839,HIST1H4G
208552_at,chr11,120531028,GRIK4
208553_at,chr6,26156559,HIST1H1E
208554_at,chr5,145718587,POU4F3
208555_x_at,chr20,-23804404,CST2
208556_at,chr6,-167570360,GPR31
208557_at,chr7,-27185202,HOXA6
208558_at,chr19,-15917817,OR10H1
208559_at,chr13,28494168,PDX1
208560_at,chr1,-111059839,KCNA10
208562_s_at,chr12,-21950324,ABCC9
208563_x_at,chr2,105471969,POU3F3
208564_at,chr1,-111145776,KCNA2
208565_at,chr18,13825543,MC5R
208567_s_at,chr17,21279699,KCNJ12
208568_at,chr18,-13882043,MC2R
208569_at,chr6,-26033320,HIST1H2AB
208570_at,chr12,49372236,WNT1
208571_at,chr12,48866448,ANP32D
208572_at,chr1,-228612546,HIST3H3
208573_s_at,chr6,29555683,OR2H2
208574_at,chr3,137483134,SOX14
208575_at,chr6,26020718,HIST1H3A
208576_s_at,chr6,-26031817,HIST1H3B
208577_at,chr6,26045639,HIST1H3C
208578_at,chr3,-38738837,SCN10A
208579_x_at,chr21,,H2BFS
208580_x_at,chr6,27791903,HIST1H4J
208581_x_at,chr16,56716382,MT1X
208582_s_at,,,DUX3
208583_x_at,chr6,-27782080,HIST1H2AJ
208584_at,chr10,88718288,SNCG
208586_s_at,chrX,48242968,SSX4
208587_s_at,chr17,-3336164,OR1E2
208588_at,chr8,,TPT1P8
208589_at,chr5,-135548999,TRPC7
208590_x_at,chr13,-20712395,GJA3
208591_s_at,chr11,14665269,PDE3B
208592_s_at,chr1,158323486,CD1E
208594_x_at,chr19,-54740469,LILRA6
208596_s_at,chr2,234637773,UGT1A3
208597_at,chr11,58390146,CNTF
208598_s_at,chrX,-53559057,HUWE1
208601_s_at,chr20,57594309,TUBB1
208604_s_at,chr7,-27145809,HOXA3
208606_s_at,chr1,-22443798,WNT4
208607_s_at,chr11,-18266775,SAA2
208608_s_at,chr8,-121547985,SNTB1
208609_s_at,chr6,-32008932,TNXB
208610_s_at,chr16,2802330,SRRM2
208611_s_at,chr9,131314837,SPTAN1
208612_at,chr15,44038590,PDIA3
208614_s_at,chr3,57994127,FLNB
208616_s_at,chr1,-32372022,PTP4A2
208619_at,chr11,-61066919,DDB1
208620_at,chr2,70314585,PCBP1
208623_s_at,chr6,-159186773,EZR
208624_s_at,chr3,184038101,EIF4G1
208626_s_at,chr17,-41166622,VAT1
208628_s_at,chr1,43148066,YBX1
208631_s_at,chr2,-26413504,HADHA
208634_s_at,chr1,39547089,MACF1
208636_at,chr14,-69340840,ACTN1
208638_at,chr2,10861775,ATP6V1C2
208640_at,chr7,6414126,RAC1
208642_s_at,chr2,216974020,XRCC5
208644_at,chr1,-226548392,PARP1
208645_s_at,chr5,-149823792,RPS14
208649_s_at,chr9,-35056065,VCP
208650_s_at,chr6,-21152526,CD24
208652_at,chr5,-133532148,PPP2CA
208654_s_at,chr6,-109687717,CD164
208655_at,chr4,-77969177,CCNI
208658_at,chr7,-148700154,PDIA4
208659_at,chr6,-31698358,CLIC1
208662_s_at,chr21,38455247,TTC3
208666_s_at,chr22,-41220601,ST13
208668_x_at,chr1,26798902,HMGN2
208669_s_at,chr15,49170290,EID1
208673_s_at,chr6,36562090,SRSF3
208675_s_at,chr1,-20978260,DDOST
208677_s_at,chr19,572454,BSG
208678_at,chr22,-18074903,ATP6V1E1
208680_at,chr1,-45976707,PRDX1
208682_s_at,chrX,54835493,MAGED2
208683_at,chr1,223889295,CAPN2
208684_at,chr1,-160258377,COPA
208689_s_at,chr20,35807456,RPN2
208691_at,chr3,-195776155,TFRC
208692_at,chr11,75110535,RPS3
208693_s_at,chr7,30634181,GARS
208694_at,chr8,-48685669,PRKDC
208695_s_at,chrX,-118920469,RPL39
208697_s_at,chr8,-109213972,EIF3E
208700_s_at,chr3,-53258723,TKT
208703_s_at,chr11,129939716,APLP2
208706_s_at,chr14,103800339,EIF5
208709_s_at,chr1,-52254866,NRD1
208712_at,chr11,69455873,CCND1
208714_at,chr11,67374323,NDUFV1
208717_at,chr14,23235731,OXA1L
208718_at,chr22,-38879443,DDX17
208720_s_at,chr20,-34291531,RBM39
208721_s_at,chr12,-121746048,ANAPC5
208723_at,chrX,47092314,USP11
208724_s_at,chr2,-65313988,RAB1A
208726_s_at,chr20,-32676115,EIF2S2
208728_s_at,chr1,22379120,CDC42
208732_at,chr8,61429469,RAB2A
208736_at,chr12,-110872706,ARPC3
208737_at,chr9,117349994,ATP6V1G1
208742_s_at,chr13,21714653,SAP18
208743_s_at,chr20,43514344,YWHAB
208745_at,chr11,118272104,ATP5L
208747_s_at,chr12,7167980,C1S
208754_s_at,chr12,-76438672,NAP1L1
208756_at,chr1,32687971,EIF3I
208758_at,chr2,216176679,ATIC
208761_s_at,chr2,-203070903,SUMO1
208764_s_at,chr12,-54058944,ATP5G2
208766_s_at,chr1,-23636276,HNRNPR
208768_x_at,chr1,-6245080,RPL22
208770_s_at,chr10,72163861,EIF4EBP2
208771_s_at,chr12,-96394531,LTA4H
208775_at,chr2,-61705069,XPO1
208777_s_at,chr17,30771481,PSMD11
208780_x_at,chr18,9913955,VAPA
208783_s_at,chr1,207925383,CD46
208785_s_at,chr12,116997186,MAP1LC3B2
208787_at,chr3,-131181045,MRPL3
208788_at,chr6,-53132196,ELOVL5
208792_s_at,chr8,-27454434,CLU
208794_s_at,chr19,11071598,SMARCA4
208796_s_at,chr5,162864577,CCNG1
208799_at,chr14,-23495060,PSMB5
208801_at,chr4,57333762,SRP72
208804_s_at,chr20,42086504,SRSF6
208807_s_at,chr17,7792169,CHD3
208811_s_at,chr11,86748886,TMEM135
208813_at,chr10,-101156627,GOT1
208818_s_at,chr22,19929263,COMT
208819_at,chr19,16222490,RAB8A
208821_at,chr20,-2442281,SNRPB
208822_s_at,chr1,155658882,DAP3
208825_x_at,chr17,27047000,RPL23A
208828_at,chr9,-116169518,POLE3
208829_at,chr6,-4548798,TAPBP
208830_s_at,chr17,26989302,SUPT6H
208833_s_at,chr22,46067678,ATXN10
208835_s_at,chr17,48796926,LUC7L3
208836_at,chr3,141595470,ATP1B3
208837_at,chr15,79603491,TMED3
208841_s_at,chr4,-76567953,G3BP2
208845_at,chr8,42249279,VDAC3
208848_at,chr4,-99992130,ADH5
208849_at,,,
208850_s_at,chr11,-119288655,THY1
208852_s_at,chr5,179125930,CANX
208855_s_at,chr13,-99102455,STK24
208861_s_at,chrX,-76760356,ATRX
208862_s_at,chr11,57529234,CTNND1
208863_s_at,chr17,-56078280,SRSF1
208864_s_at,chr9,-113006092,TXN
208874_x_at,chr9,131873593,PPP2R4
208880_s_at,chr20,62612431,PRPF6
208881_x_at,chr10,-1085964,IDI1
208882_s_at,chr8,-103264502,UBR5
208885_at,chr13,-46700058,LCP1
208886_at,chr22,38201114,H1F0
208887_at,chr19,-10225690,EIF3G
208892_s_at,chr12,-89741837,DUSP6
208894_at,chr6,3786393,HLA-DRA
208895_s_at,chr2,118572255,DDX18
208898_at,chr14,-67804581,ATP6V1D
208901_s_at,chr20,39657462,TOP1
208904_s_at,chr19,8386384,RPS28
208905_at,chr7,-25158270,CYCS
208909_at,chr19,-29698167,UQCRFS1
208916_at,chr19,-47278140,SLC1A5
208921_s_at,chr7,-87834432,SRI
208922_s_at,chr11,-62559598,NXF1
208924_at,chr1,51701945,RNF11
208925_at,chr3,-98234317,CLDND1
208926_at,chr6,-3336576,NEU1
208927_at,chr17,-47676246,SPOP
208932_at,chr16,30087384,PPP4C
208937_s_at,chr20,30193086,ID1
208938_at,chr1,156737274,PRCC
208939_at,chr10,-13359438,SEPHS1
208943_s_at,chr3,169684580,SEC62
208944_at,chr3,30647994,TGFBR2
208946_s_at,chr17,-40962150,BECN1
208948_s_at,chr20,-47729876,STAU1
208949_s_at,chr14,55603701,LGALS3
208951_at,chr5,-125877533,ALDH7A1
208955_at,chr15,48623621,DUT
208961_s_at,chr10,-3818188,KLF6
208964_s_at,chr11,-61567097,FADS1
208967_s_at,chr1,-33476826,AK2
208969_at,chr12,4758264,NDUFA9
208970_s_at,chr1,45477805,UROD
208972_s_at,chr17,46970148,ATP5G1
208977_x_at,chr9,140135711,TUBB4B
208978_at,chr14,105941112,CRIP2
208982_at,chr17,-62396777,PECAM1
208985_s_at,chr15,44829266,EIF3J
208986_at,chr15,57210833,TCF12
208991_at,chr17,-40465343,STAT3
208994_s_at,chr2,170440850,PPIG
208996_s_at,chr16,57496551,POLR2C
208998_at,chr11,-73685716,UCP2
209003_at,chr17,-4840426,SLC25A11
209008_x_at,chr12,-53290971,KRT8
209012_at,chr5,14143829,TRIO
209014_at,chrX,51546155,MAGED1
209016_s_at,chr12,52626954,KRT7
209022_at,chrX,123095556,STAG2
209028_s_at,chr10,-27035525,ABI1
209029_at,chr12,6833449,COPS7A
209030_s_at,chr11,-115044345,CADM1
209033_s_at,chr21,38792602,DYRK1A
209034_at,chr6,89790429,PNRC1
209035_at,chr11,46403205,MDK
209036_s_at,chr7,75677393,MDH2
209037_s_at,chr11,-64620208,EHD1
209040_s_at,chr6,-4265690,PSMB8
209042_s_at,chr21,-46188495,UBE2G2
209043_at,chr4,-108534822,PAPSS1
209044_x_at,chr1,-149895209,SF3B4
209046_s_at,chr16,75600249,GABARAPL2
209047_at,chr7,30951415,AQP1
209048_s_at,chr20,-45838381,ZMYND8
209054_s_at,chr4,1873123,WHSC1
209056_s_at,chr6,44355251,CDC5L
209058_at,chr9,-139757233,EDF1
209061_at,chr20,46130601,NCOA3
209065_at,chr8,-97238904,UQCRB
209067_s_at,chr4,-83343717,HNRNPDL
209071_s_at,chr1,-163112089,RGS5
209074_s_at,chr3,-58549845,FAM107A
209077_at,chr22,-36863093,TXN2
209082_s_at,chr21,46875424,COL18A1
209083_at,chr16,30194731,CORO1A
209088_s_at,chr16,4902077,UBN1
209089_at,chr3,19988572,RAB5A
209093_s_at,chr1,-155204239,GBA
209094_at,chr1,-85784168,DDAH1
209095_at,chr7,107531586,DLD
209096_at,chr8,48920995,UBE2V2
209100_at,chr3,-50325163,IFRD2
209101_at,chr6,-132269317,CTGF
209102_s_at,chr7,106809460,HBP1
209103_s_at,chr22,-19437464,UFD1L
209106_at,chr2,24807346,NCOA1
209108_at,chrX,-99883795,TSPAN6
209110_s_at,chr6,-33259431,RGL2
209111_at,chr6,3407182,RNF5
209112_at,chr12,12870302,CDKN1B
209114_at,chr1,46640749,TSPAN1
209118_s_at,chr12,-49578578,TUBA1A
209122_at,chr9,-19115759,PLIN2
209123_at,chr4,-17488016,QDPR
209124_at,chr3,38179969,MYD88
209125_at,chr12,-52880958,KRT6A
209130_at,chr15,42787504,SNAP23
209135_at,chr8,-62575377,ASPH
209139_s_at,chr2,-179296141,PRKRA
209140_x_at,chr6,-31321649,HLA-B
209141_at,chr17,-4172512,UBE2G1
209143_s_at,chr11,-77327196,CLNS1A
209146_at,chr4,166248818,MSMO1
209148_at,chr6,-4635126,RXRB
209150_s_at,chr14,-24659244,TM9SF1
209154_at,chr17,-3566187,TAX1BP3
209155_s_at,chr10,-104847774,NT5C2
209157_at,chr16,-46989274,DNAJA2
209158_s_at,chr19,48972465,CYTH2
209159_s_at,chr16,58498726,NDRG4
209160_at,chr10,5136568,AKR1C3
209162_s_at,chr9,116037914,PRPF4
209165_at,chr17,35306175,AATF
209166_s_at,chr19,-12757322,MAN2B1
209171_at,chr20,3190006,ITPA
209172_s_at,chr1,214776532,CENPF
209173_at,chr7,-16832264,AGR2
209175_at,chr10,121652085,SEC23IP
209179_s_at,chr19,-54677106,MBOAT7
209183_s_at,chr10,-45471709,C10orf10
209185_s_at,chr13,-110406184,IRS2
209186_at,chr12,110719032,ATP2A2
209187_at,chr1,93811478,DR1
209189_at,chr14,75745481,FOS
209190_s_at,chr5,-140894588,DIAPH1
209193_at,chr6,37137922,PIM1
209194_at,chrX,-151995871,CETN2
209195_s_at,chr12,-49159981,ADCY6
209196_at,chr6,-4528202,WDR46
209199_s_at,chr5,-88014058,MEF2C
209202_s_at,chr8,28559153,EXTL3
209205_s_at,chr1,87794151,LMO4
209208_at,chr17,7486965,MPDU1
209211_at,chr13,73633142,KLF5
209213_at,chr21,37442285,CBR1
209214_s_at,chr22,29663998,EWSR1
209215_at,chr4,-2932288,MFSD10
209218_at,chr8,126010720,SQLE
209219_at,chr6,-31919864,NELFE
209220_at,chrX,-132669776,GPC3
209224_s_at,chr5,-140024948,NDUFA2
209227_at,chr8,15397596,TUSC3
209230_s_at,chr16,-28548662,NUPR1
209236_at,chr20,-4833002,SLC23A2
209238_at,chr11,59522532,STX3
209239_at,chr4,103422486,NFKB1
209247_s_at,chr7,-150904923,ABCF2
209248_at,chr10,85899185,GHITM
209250_at,chr1,224370910,DEGS1
209253_at,chr8,22423179,SORBS3
209259_s_at,chr10,112327449,SMC3
209262_s_at,chr19,-17342694,NR2F6
209264_s_at,chr11,842824,TSPAN4
209265_s_at,chr14,-21966282,METTL3
209267_s_at,chr4,-103182821,SLC39A8
209268_at,chr1,150039342,VPS45
209269_s_at,chr9,93564012,SYK
209270_at,chr1,-209788218,LAMB3
209272_at,chr2,191513848,NAB1
209275_s_at,chr16,-28488600,CLN3
209277_at,chr7,-93515745,TFPI2
209283_at,chr11,-111779350,CRYAB
209288_s_at,chr2,-37869025,CDC42EP3
209289_at,chr9,-14081842,NFIB
209291_at,chr6,19837601,ID4
209295_at,chr8,-22877648,TNFRSF10B
209301_at,chr8,86376131,CA2
209303_at,chr5,52856465,NDUFS4
209308_s_at,chr15,-59955062,BNIP2
209309_at,chr7,-99564350,AZGP1
209310_s_at,chr11,-104813594,CASP4
209311_at,chr14,23775971,BCL2L2
209312_x_at,chr6,-32546547,HLA-DRB1
209316_s_at,chr6,-135281517,HBS1L
209321_s_at,chr2,-25042039,ADCY3
209323_at,chr11,-76061004,PRKRIR
209324_s_at,chr1,-182567758,RGS16
209326_at,chrX,-48760459,SLC35A2
209330_s_at,chr4,-83274467,HNRNPD
209333_at,chr12,132379279,ULK1
209336_at,chr21,45527208,PWP2
209337_at,chr9,-15470642,PSIP1
209339_at,chr3,-150458910,SIAH2
209340_at,chr1,162531296,UAP1
209348_s_at,chr16,-79627745,MAF
209350_s_at,chr17,-7215978,GPS2
209351_at,chr17,-39738531,KRT14
209354_at,chr1,2487805,TNFRSF14
209355_s_at,chr1,-56960419,PPAP2B
209357_at,chr6,-139693392,CITED2
209358_at,chr6,-34845555,TAF11
209362_at,chr12,27175483,MED21
209365_s_at,chr1,150480487,ECM1
209367_at,chr19,7701991,STXBP2
209368_at,chr8,27348519,EPHX2
209369_at,chr4,79472742,ANXA3
209370_s_at,chr4,2820541,SH3BP2
